,max,uquartile,median,lquartile,min,mean,std,var,kurtosis,peaks,label
0,-4.580660622755746e-05,-0.017289449051324346,-0.023261885607913615,-0.0312962878576374,-0.03773634546988862,-0.023380708156155075,0.009767014645947071,9.539457509414459e-05,-0.4259992042708225,1,0
1,-0.011796164494649656,-0.012879674322918248,-0.017286768788705754,-0.018864389973456627,-0.020643412332143684,-0.01620025201080845,0.003192531716987637,1.0192258763972026e-05,-1.699311192137287,5,0
2,-0.005016200457740003,-0.009813292125224173,-0.010418284353232384,-0.011227084668239195,-0.01232266612843077,-0.01006414753552567,0.0018216703512327762,3.3184828685605437e-06,0.9612842069035672,5,0
3,0.15403497627880347,-0.01225835942309143,-0.015492238186056263,-0.021834014077304828,-0.038834720435596035,-0.00032972422666308174,0.044535614948401435,0.0019834209988322774,2.5772492775977307,2,2
4,0.3225347133692417,0.2770635505104212,0.17235548889688354,-0.01008036882387055,-0.08558140537705952,0.1381286267493533,0.14483132302789406,0.020976112130010185,-1.4979680216277194,1,1
5,-0.051463898494441884,-0.06501472607733072,-0.07925979291495537,-0.08222251276514278,-0.08724473746435704,-0.07423622815932072,0.010463861957799673,0.0001094924070718872,-0.8535074161900127,1,0
6,-0.01168163403249788,-0.02094428939517604,-0.024815346085134464,-0.03829490625797845,-0.05099137506352902,-0.028416846887475793,0.011077777610986387,0.00012271715679847129,-0.9597112577515676,3,0
7,-0.010450445089705877,-0.011002434081006537,-0.011946765808783096,-0.014540941297277885,-0.01813413014491931,-0.012964247056267909,0.002461048274490367,6.056758609372014e-06,-0.5195922311571595,6,0
8,-0.0035105291658639485,-0.005005719258585865,-0.006198566733317316,-0.013731150752798876,-0.0182751861350826,-0.009089531873410071,0.0049976400315413965,2.4976405884865092e-05,-1.2906912640105264,4,0
9,0.0025281092733198058,0.0007649075983159587,-0.0013304661349632285,-0.003016334525561355,-0.011825079991047406,-0.0019932178102816953,0.0036358066586395783,1.3219090059007892e-05,0.9072863953017438,5,0
10,0.002912986665244009,0.0016406014030529948,-0.001278031470165386,-0.004563856928936895,-0.011874117841584236,-0.0021501107723340593,0.004260794270658761,1.8154367816878527e-05,-0.4715625894456861,2,0
11,0.008837630291476014,0.006302895502270479,0.005719509275005984,0.0043507060278786865,0.0018814648553700426,0.005476866354698832,0.001498946046095673,2.246839249105852e-06,0.06925788986748094,4,0
12,0.008278626908781905,0.0062767277141195605,0.0012356708432907642,-0.003781026206077232,-0.00994401851418729,0.000678003609833208,0.005821375486062326,3.388841254972738e-05,-1.0175523175655323,4,0
13,0.0027549674776613233,0.0020131335009912986,0.0004926948468459647,-0.0027848920340185373,-0.006508223270210832,-0.0005138261316565242,0.003001575821984306,9.009457415120759e-06,-0.7869379408420047,2,0
14,0.008081321215697504,0.005132531487340716,-0.005953779999003468,-0.007692516019505206,-0.01029449428298216,-0.002112907494068826,0.006530099020267642,4.264219321450042e-05,-1.5494110657761762,4,0
15,0.12232784546732647,0.09056244350854672,0.047859101962842224,-0.011980822012932948,-0.020132242775271314,0.04317035684035533,0.05087229325164967,0.0025879902206818396,-1.4956216581722148,1,1
16,0.04679491614953609,-0.022022282960224567,-0.039330849719214966,-0.04589560131591487,-0.04744025917694964,-0.02668296456641104,0.028511511962742712,0.0008129063144016207,0.7158421018941699,1,0
17,0.015443870131556653,0.011243687970431106,-0.0036335750171929398,-0.017882319202219915,-0.0350820054365057,-0.005475280864468854,0.015653477295948917,0.00024503135145478817,-1.08588892491934,2,0
18,0.0299799726671453,0.022871335280923038,0.02134701938469481,0.01929025077235284,0.015870882367318873,0.021886996592948325,0.0035825113140986187,1.2834387315644615e-05,-0.18170583912447613,2,0
19,0.02961250506415292,0.02254727324817493,0.02050670325382907,0.01886530709655837,0.0164688353052048,0.0208848365129181,0.0030247072275054235,9.148853812123546e-06,0.3193434628196812,4,0
20,0.021151324552524785,0.01692325675194846,0.010647723751495673,0.006169037186135773,0.0020532492936082888,0.011489939226527334,0.00646128827610482,4.17482461869296e-05,-1.596869993945115,6,0
21,0.011523761497081793,0.00906972299004222,0.008051465326541664,0.003580303999510373,0.002111231506007869,0.007083022252711034,0.002994377317214339,8.966295517847743e-06,-1.339211801469148,7,0
22,0.005332480932556498,0.0026829232305775963,0.0009136488272863577,-0.0012410261703042394,-0.004238540326870541,0.0005406770600543885,0.0024758225377686464,6.1296972385231795e-06,-0.7538088688135733,2,0
23,0.007850343202401883,0.002519829067953713,0.0009116878320938526,-0.0006428871044222059,-0.004749309310964094,0.001325713694028566,0.00306774746167318,9.41107448860224e-06,-0.2413121871769839,3,0
24,-0.004794165150778143,-0.0064660542641343174,-0.009136484801911822,-0.011285018209022566,-0.012938192054568495,-0.009038781603044927,0.002498426122878671,6.242133091482548e-06,-1.302873954333274,2,0
25,-0.007017958874376918,-0.007846879606690376,-0.008924777129644408,-0.011518860457331326,-0.015411505263279904,-0.010012167674384915,0.002685207440828106,7.210339000278627e-06,-0.7616489296917872,3,0
26,0.35449221417836885,0.30360956215787344,0.013920624958785963,-0.023533288837407858,-0.04138359049823457,0.11246278843721227,0.15691682207597302,0.024622889050422567,-1.5097568793267884,1,1
27,0.2989835290954462,0.036409758336420066,-0.095468560029356,-0.109473333275875,-0.11205364611908476,-0.022153307146597304,0.1231057867046076,0.01515503472016034,0.2832993955304484,1,2
28,-0.055263537348685284,-0.07135819694443031,-0.07863505055492089,-0.102080743399654,-0.10918100068152978,-0.08396058580094291,0.01669422129237472,0.0002786970245587775,-1.2998773904117056,1,0
