,max,uquartile,median,lquartile,min,mean,std,var,kurtosis,peaks,label
0,0.054570120606717745,0.049723654720799655,0.03780104868946312,0.025556973299965757,2.767641074974906e-05,0.035275207114714956,0.016182400641491665,0.00026187009052174986,-0.6591878113397249,2,0
1,0.029186673493347946,0.021664175863494943,0.016591909970227192,0.013995711318007018,0.013024909632966453,0.018223526433789074,0.004719730784186808,2.2275858675200618e-05,-0.4784055212260476,3,0
2,0.028472119372994997,0.026284247543906368,0.02095637349723719,0.01790326574833971,0.014313602346050192,0.021770952824121798,0.004357912515835767,1.899140149567802e-05,-1.531381431503846,3,0
3,0.014020878127088576,0.0050219379591970315,-0.0030355707613737917,-0.013300114498347993,-0.015371470758336739,-0.0035892496074405576,0.00917502935068032,8.418116358584534e-05,-1.4947252439129832,5,0
4,0.016328237567597707,0.01432925019971611,0.008790132739489174,-0.00650133297348678,-0.014318475292901953,0.004365305183223164,0.010562048068085344,0.00011155685939254534,-1.499172324659748,4,0
5,0.01074763278241052,0.006272240426174504,-0.007965396325607749,-0.02342993768236903,-0.024766239163022445,-0.008158565500634294,0.013040595449296272,0.00017005712967220666,-1.5454412266610127,4,0
6,0.0005429169314696555,-0.0028487892968581292,-0.0045858922830116335,-0.014465028928786884,-0.023529766343238157,-0.008300255462827345,0.007525864658064897,5.663863885151027e-05,-0.862574953738402,5,0
7,0.002481023381478214,-0.00018894999881719854,-0.004600209292803719,-0.019774820857223773,-0.04308027041800805,-0.010533049584575712,0.012580827177469035,0.0001582772124693435,-0.35159260283189253,3,0
8,-0.019304797527571464,-0.02693426336967904,-0.03207658527562509,-0.035133736498457156,-0.047140312284679034,-0.032227211204092256,0.0077580408758044055,6.018719823065199e-05,-0.6423812044679842,2,0
9,-0.012671561814738217,-0.019223523253581332,-0.02503488943860842,-0.030903952095951554,-0.037421970098776236,-0.025091507456873878,0.0072636552629498155,5.2760687778978555e-05,-1.109365335753039,2,0
10,-0.017146560388953028,-0.020273323284870654,-0.027622818955943474,-0.03286907222740972,-0.038190870319407905,-0.027184396719511443,0.006892394336157672,4.750509968509835e-05,-1.4154533981909576,4,0
11,-0.011236919640645803,-0.014964231925447762,-0.021466037309180376,-0.022999973978590653,-0.027029313542129663,-0.01975758137052753,0.004836668685051301,2.339336396895588e-05,-1.1959547155708892,4,0
12,0.022218905059441765,0.00035534547899314774,-0.013318678131371026,-0.015951931058766616,-0.017959128149095876,-0.007099521896777365,0.012220339977289517,0.00014933670916054034,-0.2210811460617621,5,0
13,0.03215070045566166,0.025678211923369172,0.020419832803128674,0.012085751088519371,0.009843247101008416,0.01997050813311491,0.007616459193341994,5.8010450643843776e-05,-1.483831640753421,5,0
14,0.04169424190051626,0.036740517056586694,0.035755394343438496,0.03389563080220111,0.02368679430730332,0.03479858916443086,0.004318964463528384,1.8653454037221024e-05,0.8303412992317214,5,0
15,0.045006436353339,0.04217399980794216,0.029572647219641493,0.009299333084994553,0.0076714519867053434,0.026218276218417522,0.014840090350511098,0.00022022828161133258,-1.7486038277157605,5,0
16,0.022942591243316993,0.01582999933172442,0.0019080242561074483,-0.015963391719850922,-0.01841735816527167,0.0010285711220741874,0.015479015698236547,0.00023959992698625347,-1.6428385948639341,4,0
